applicant_id,age,gender,region,education,employment,employment_years,monthly_income,loan_amount,loan_duration,interest_rate,loan_purpose,credit_score,dependents,previous_loans,repayment_history,collateral,debt_to_income_ratio,loan_status
101167,59,Male,Sub-Saharan Africa,Secondary,Small Business,15,9993,55528,36,12.46,Education,724,5,0,Good,Yes,0.463,0
101168,47,Male,Latin America,Graduate,Farmer,21,37923,133992,24,23.83,Education,696,0,3,Good,No,0.294,1
101169,37,Male,Southeast Asia,Secondary,Self-employed,5,10725,46796,6,24.21,Education,595,2,0,Average,No,0.364,0
101170,35,Female,South Asia,Primary,Self-employed,18,14992,90327,12,25.81,Medical,536,2,0,Good,No,0.502,1
101171,35,Female,Sub-Saharan Africa,Primary,Salaried,7,39681,93740,12,16.51,Housing,328,0,0,Good,No,0.197,0
101172,22,Male,Latin America,Primary,Salaried,21,44072,91959,18,18.62,Business,395,5,2,Average,No,0.174,1
101173,34,Female,Latin America,Postgraduate,Self-employed,4,22472,48367,24,18.52,Housing,487,1,3,Average,Yes,0.179,1
101174,44,Female,Southeast Asia,Postgraduate,Salaried,21,26141,22680,12,20.55,Education,651,3,1,Average,Yes,0.072,1
101175,58,Male,South Asia,Graduate,Farmer,23,17853,21775,6,23.3,Education,365,1,5,Average,No,0.102,0
101176,57,Male,Southeast Asia,Secondary,Self-employed,13,24035,59594,24,21.3,Agriculture,620,0,4,Good,No,0.207,1
101177,44,Female,Latin America,Postgraduate,Farmer,8,24013,118662,36,12.87,Medical,693,0,3,Good,Yes,0.412,0
101178,52,Male,Latin America,Primary,Self-employed,15,19284,146305,36,23.07,Education,624,5,1,Poor,Yes,0.632,1
101179,42,Male,South Asia,Graduate,Self-employed,5,18163,77778,6,21.83,Housing,633,1,1,Average,Yes,0.357,0
101180,32,Female,Latin America,Primary,Farmer,9,23644,22341,24,21.63,Medical,360,1,2,Good,No,0.079,0
101181,31,Male,Sub-Saharan Africa,Primary,Small Business,1,10809,91961,18,26.85,Education,774,1,5,Good,No,0.709,0
101182,49,Male,South Asia,Graduate,Small Business,17,31765,117644,6,18.5,Education,821,4,0,Average,No,0.309,0
101183,23,Female,Southeast Asia,Secondary,Self-employed,18,49069,49812,6,17.62,Education,712,0,4,Average,Yes,0.085,1
101184,24,Female,Latin America,Postgraduate,Farmer,26,46356,86897,24,14.86,Business,589,5,5,Average,No,0.156,0
101185,39,Male,South Asia,Primary,Salaried,28,45493,142560,12,17.18,Medical,307,5,0,Average,No,0.261,1
101186,55,Female,Southeast Asia,Primary,Farmer,11,27077,55526,6,22.09,Agriculture,844,5,4,Average,No,0.171,0
101187,32,Male,Southeast Asia,Graduate,Small Business,13,39106,122016,36,19.84,Medical,379,1,3,Poor,Yes,0.26,1
101188,30,Female,South Asia,Postgraduate,Small Business,12,15591,49311,18,20.0,Housing,753,2,1,Good,Yes,0.264,1
101189,30,Female,Southeast Asia,Primary,Farmer,15,13624,30371,36,13.79,Business,708,4,5,Poor,No,0.186,1
101190,30,Male,Latin America,Secondary,Self-employed,9,38091,134973,36,19.05,Education,321,4,4,Average,Yes,0.295,0
101191,37,Male,Southeast Asia,Primary,Farmer,6,46416,16717,6,17.74,Education,692,3,2,Good,No,0.03,0
101192,43,Female,Southeast Asia,Postgraduate,Self-employed,13,35447,43485,18,23.33,Medical,386,2,3,Average,Yes,0.102,1
101193,35,Female,Latin America,Primary,Farmer,12,16980,8345,36,13.63,Medical,429,0,5,Average,No,0.041,0
101194,33,Male,Southeast Asia,Graduate,Salaried,22,10268,99900,12,24.25,Medical,684,4,1,Good,No,0.811,1
101195,35,Female,Sub-Saharan Africa,Primary,Farmer,10,21226,73808,18,19.93,Agriculture,658,5,4,Average,No,0.29,1
101196,28,Female,Southeast Asia,Graduate,Farmer,18,26290,120396,24,22.62,Education,319,5,2,Poor,No,0.382,1
101197,27,Male,South Asia,Postgraduate,Salaried,21,35473,7976,6,27.81,Agriculture,413,4,3,Good,Yes,0.019,0
101198,36,Male,Southeast Asia,Primary,Self-employed,11,41860,60688,36,24.78,Business,722,1,3,Poor,Yes,0.121,0
101199,58,Female,Sub-Saharan Africa,Graduate,Self-employed,20,16733,90426,12,19.89,Agriculture,412,0,5,Good,Yes,0.45,0
101200,45,Female,Sub-Saharan Africa,Secondary,Farmer,4,8614,6106,18,18.04,Business,570,2,5,Average,No,0.059,0
101201,21,Female,Latin America,Graduate,Salaried,11,28115,77494,6,26.13,Housing,650,5,4,Good,Yes,0.23,1
101202,61,Female,South Asia,Postgraduate,Salaried,9,18341,115916,6,14.41,Business,552,2,0,Good,Yes,0.527,0
101203,49,Male,Latin America,Secondary,Self-employed,7,14188,11021,12,16.23,Housing,720,2,2,Average,No,0.065,0
101204,23,Female,Southeast Asia,Postgraduate,Salaried,27,20246,145764,12,25.92,Medical,710,2,5,Good,No,0.6,0
101205,48,Male,South Asia,Graduate,Small Business,27,39541,20004,12,16.12,Housing,601,5,3,Good,Yes,0.042,1
101206,43,Male,South Asia,Postgraduate,Farmer,23,35755,81980,24,14.87,Housing,453,3,2,Good,No,0.191,0
101207,35,Female,South Asia,Postgraduate,Farmer,23,45922,73641,6,25.02,Business,618,3,2,Average,No,0.134,0
101208,52,Male,Southeast Asia,Postgraduate,Small Business,19,17815,5149,24,19.03,Agriculture,530,1,0,Good,No,0.024,0
101209,45,Female,Sub-Saharan Africa,Postgraduate,Self-employed,2,8457,61402,36,26.15,Housing,733,2,1,Good,Yes,0.605,1
101210,40,Female,Southeast Asia,Primary,Salaried,3,43947,37219,24,16.94,Medical,795,5,1,Good,No,0.071,0
101211,28,Female,Sub-Saharan Africa,Postgraduate,Farmer,28,19242,49418,36,21.33,Medical,847,1,3,Average,Yes,0.214,1
101212,42,Female,South Asia,Secondary,Salaried,22,15492,90401,24,16.9,Housing,590,5,0,Average,No,0.486,0
101213,45,Male,Southeast Asia,Postgraduate,Salaried,7,47201,21665,24,25.35,Agriculture,750,3,2,Good,Yes,0.038,0
101214,57,Male,Latin America,Primary,Self-employed,29,26895,98686,12,17.16,Housing,457,2,3,Good,Yes,0.306,0
101215,30,Female,South Asia,Graduate,Small Business,15,16687,24099,6,16.98,Agriculture,518,2,3,Good,No,0.12,0
101216,36,Female,Southeast Asia,Graduate,Self-employed,23,21044,51500,18,20.69,Housing,545,3,1,Average,Yes,0.204,0
101217,23,Male,Southeast Asia,Primary,Salaried,28,21893,38704,12,21.77,Education,700,5,3,Good,Yes,0.147,0
101218,47,Male,Latin America,Postgraduate,Self-employed,10,31475,141287,18,15.66,Business,439,4,1,Good,No,0.374,0
101219,51,Female,Sub-Saharan Africa,Postgraduate,Self-employed,10,12009,25062,24,12.22,Medical,332,3,3,Poor,No,0.174,1
101220,38,Female,South Asia,Graduate,Farmer,16,9228,58350,12,15.08,Education,587,5,1,Good,No,0.527,0
101221,39,Female,Southeast Asia,Postgraduate,Salaried,15,34021,144099,6,25.24,Business,661,1,5,Average,Yes,0.353,0
101222,22,Female,South Asia,Primary,Farmer,1,48682,66878,18,26.19,Agriculture,796,0,2,Good,Yes,0.114,0
101223,41,Male,Sub-Saharan Africa,Graduate,Small Business,5,15530,123018,18,22.78,Education,614,5,4,Poor,No,0.66,1
101224,35,Female,Southeast Asia,Secondary,Salaried,2,30964,44493,24,16.23,Business,342,2,1,Good,No,0.12,0
101225,31,Female,Sub-Saharan Africa,Postgraduate,Self-employed,29,18845,95954,12,15.02,Housing,314,5,5,Good,Yes,0.424,1
101226,27,Female,South Asia,Postgraduate,Farmer,15,19316,67716,24,14.96,Business,494,4,2,Average,Yes,0.292,1
101227,64,Male,South Asia,Graduate,Farmer,16,49886,26520,18,26.48,Agriculture,414,0,4,Average,No,0.044,0
101228,35,Female,Southeast Asia,Postgraduate,Self-employed,21,47164,89286,18,20.27,Medical,646,1,0,Good,No,0.158,0
101229,53,Male,Southeast Asia,Primary,Small Business,3,19247,58402,12,20.54,Agriculture,692,5,4,Good,No,0.253,0
101230,55,Male,South Asia,Postgraduate,Farmer,24,31692,45588,24,19.6,Agriculture,466,0,0,Good,Yes,0.12,1
101231,58,Male,Southeast Asia,Primary,Small Business,8,42161,72711,6,22.96,Housing,754,3,5,Poor,Yes,0.144,0
101232,31,Female,Sub-Saharan Africa,Secondary,Farmer,24,31888,104918,36,20.69,Education,683,2,5,Average,Yes,0.274,0
101233,21,Male,South Asia,Primary,Small Business,23,10756,145819,12,22.24,Education,741,1,2,Poor,Yes,1.13,1
101234,41,Female,Sub-Saharan Africa,Secondary,Farmer,24,42649,114616,12,26.85,Education,336,5,3,Good,Yes,0.224,1
101235,50,Female,Sub-Saharan Africa,Postgraduate,Farmer,3,33486,123770,36,24.04,Housing,689,4,2,Good,No,0.308,1
101236,47,Female,Southeast Asia,Primary,Salaried,17,10371,73680,12,15.88,Housing,535,1,0,Good,Yes,0.592,1
101237,38,Female,Sub-Saharan Africa,Postgraduate,Small Business,12,7171,76897,6,16.64,Housing,686,2,1,Average,No,0.894,1
101238,53,Female,Latin America,Postgraduate,Small Business,16,43249,133597,6,24.84,Business,696,4,2,Good,No,0.257,0
101239,21,Female,South Asia,Secondary,Small Business,27,7285,102619,6,20.23,Business,381,5,0,Poor,No,1.174,1
101240,40,Male,Latin America,Graduate,Farmer,20,15099,110734,12,14.11,Housing,301,4,3,Good,Yes,0.611,1
101241,49,Male,Sub-Saharan Africa,Primary,Small Business,24,23051,95942,6,13.03,Medical,647,4,0,Good,Yes,0.347,1
101242,33,Male,Sub-Saharan Africa,Postgraduate,Farmer,15,12964,74249,6,14.66,Business,368,0,2,Good,Yes,0.477,0
101243,63,Female,Latin America,Primary,Salaried,28,20278,20073,36,19.11,Education,592,4,2,Average,Yes,0.082,0
101244,59,Female,Southeast Asia,Postgraduate,Self-employed,9,24902,125793,36,12.69,Education,673,3,2,Poor,No,0.421,0
101245,59,Male,Sub-Saharan Africa,Primary,Salaried,7,34136,78709,18,13.49,Education,726,2,5,Average,No,0.192,0
101246,54,Female,Sub-Saharan Africa,Graduate,Self-employed,8,48151,65958,12,23.73,Education,500,2,1,Good,No,0.114,0
101247,43,Male,Sub-Saharan Africa,Primary,Small Business,4,17130,34452,24,26.83,Business,302,3,4,Good,No,0.168,0
101248,33,Female,Southeast Asia,Secondary,Farmer,16,46391,12477,6,12.85,Business,442,0,0,Good,No,0.022,0
101249,22,Male,Sub-Saharan Africa,Primary,Self-employed,20,7232,46766,36,15.23,Housing,356,5,0,Poor,No,0.539,1
101250,48,Female,Sub-Saharan Africa,Primary,Salaried,16,10920,53115,6,13.87,Agriculture,598,4,0,Poor,Yes,0.405,0
101251,24,Male,Southeast Asia,Secondary,Self-employed,3,10268,9327,12,21.17,Housing,494,5,5,Average,Yes,0.076,0
101252,59,Male,Latin America,Postgraduate,Salaried,23,33454,46979,18,24.76,Medical,608,2,0,Average,Yes,0.117,0
101253,52,Male,South Asia,Secondary,Self-employed,24,47069,47987,6,18.99,Business,505,5,1,Poor,No,0.085,0
101254,62,Female,Southeast Asia,Primary,Small Business,6,27332,141769,6,12.53,Medical,571,2,2,Good,No,0.432,0
101255,31,Female,South Asia,Postgraduate,Salaried,2,29631,11941,18,18.02,Education,596,2,3,Good,No,0.034,0
101256,52,Female,Latin America,Postgraduate,Small Business,26,14777,63506,6,14.68,Housing,468,4,0,Poor,Yes,0.358,1
101257,45,Male,Latin America,Postgraduate,Farmer,18,24397,93755,12,16.41,Education,705,5,0,Average,No,0.32,0
101258,25,Female,Sub-Saharan Africa,Graduate,Salaried,5,11235,48868,24,13.8,Agriculture,489,1,5,Good,No,0.362,1
101259,35,Female,Sub-Saharan Africa,Postgraduate,Self-employed,21,29005,138325,24,17.81,Medical,300,0,4,Good,No,0.397,0
101260,57,Female,South Asia,Secondary,Small Business,13,27044,36240,24,20.86,Business,697,3,5,Good,Yes,0.112,1
101261,50,Female,Latin America,Postgraduate,Small Business,5,44213,88072,24,24.54,Medical,310,0,4,Poor,No,0.166,1
101262,24,Male,Southeast Asia,Postgraduate,Farmer,3,46918,137647,18,18.09,Education,335,3,2,Average,Yes,0.244,0
101263,24,Female,Southeast Asia,Secondary,Farmer,18,27338,64133,24,12.03,Agriculture,555,3,5,Poor,Yes,0.195,0
101264,28,Female,Southeast Asia,Postgraduate,Salaried,10,19067,70337,36,22.74,Business,674,3,3,Good,No,0.307,0
101265,34,Female,Latin America,Secondary,Small Business,17,9145,92997,36,23.09,Housing,671,4,3,Good,No,0.847,0
101266,37,Female,South Asia,Primary,Farmer,8,49225,124766,24,14.09,Education,521,1,4,Good,No,0.211,1
101267,31,Male,Latin America,Primary,Self-employed,12,34696,48845,18,19.77,Business,827,1,3,Average,No,0.117,1
101268,26,Male,South Asia,Postgraduate,Self-employed,1,41263,111458,18,12.81,Housing,661,1,1,Average,Yes,0.225,0
101269,51,Female,South Asia,Secondary,Farmer,12,45194,89665,24,21.93,Education,598,3,0,Average,No,0.165,0
101270,32,Female,Latin America,Postgraduate,Salaried,9,48902,117611,36,26.38,Education,318,1,4,Average,No,0.2,1
101271,61,Female,Southeast Asia,Secondary,Small Business,13,39655,124633,24,18.57,Business,501,3,0,Poor,No,0.262,1
101272,58,Female,Sub-Saharan Africa,Secondary,Self-employed,13,12320,102743,12,19.54,Medical,394,4,5,Good,Yes,0.695,1
101273,47,Male,Sub-Saharan Africa,Postgraduate,Farmer,13,24618,71918,12,27.28,Business,436,0,4,Good,No,0.243,1
101274,25,Female,Southeast Asia,Postgraduate,Self-employed,25,34590,67574,18,23.7,Agriculture,305,1,2,Average,Yes,0.163,1
101275,49,Male,Southeast Asia,Primary,Salaried,20,27947,57782,24,26.43,Agriculture,508,0,1,Good,No,0.172,0
101276,50,Male,Southeast Asia,Graduate,Small Business,9,23506,45858,24,14.23,Housing,771,1,5,Good,No,0.163,1
101277,33,Female,South Asia,Graduate,Salaried,29,26633,86632,24,19.53,Housing,647,3,5,Average,Yes,0.271,0
101278,33,Male,Sub-Saharan Africa,Primary,Self-employed,21,38361,116187,12,17.02,Housing,703,5,1,Average,Yes,0.252,0
101279,49,Male,Southeast Asia,Postgraduate,Farmer,23,42078,16843,12,21.94,Medical,736,5,5,Good,Yes,0.033,1
101280,25,Male,Sub-Saharan Africa,Secondary,Self-employed,21,28266,40952,12,25.14,Education,808,3,2,Good,No,0.121,0
101281,34,Female,Latin America,Secondary,Small Business,15,48173,12154,6,14.22,Business,387,1,5,Good,No,0.021,0
101282,42,Female,Latin America,Primary,Self-employed,20,11100,88703,36,23.71,Education,452,2,4,Average,No,0.666,1
101283,37,Female,Sub-Saharan Africa,Graduate,Self-employed,0,37697,103724,24,21.04,Housing,358,5,0,Average,No,0.229,1
101284,39,Male,Latin America,Primary,Salaried,6,10815,79349,18,13.62,Education,488,4,5,Poor,No,0.611,1
101285,61,Male,South Asia,Secondary,Small Business,15,7985,52659,18,24.42,Education,404,3,4,Poor,Yes,0.55,1
101286,56,Male,Latin America,Graduate,Farmer,5,45869,45800,6,20.84,Agriculture,803,3,5,Average,Yes,0.083,0
101287,32,Male,South Asia,Graduate,Small Business,0,13561,23002,12,17.01,Business,459,0,2,Average,Yes,0.141,0
101288,45,Female,Sub-Saharan Africa,Primary,Small Business,27,43349,26765,12,14.05,Education,469,3,0,Poor,No,0.051,1
101289,43,Female,Sub-Saharan Africa,Primary,Small Business,23,41659,53270,24,15.84,Education,372,3,1,Good,No,0.107,0
101290,37,Female,Latin America,Secondary,Small Business,0,12589,16633,6,20.82,Medical,486,0,0,Average,No,0.11,0
101291,55,Male,Southeast Asia,Secondary,Self-employed,24,22299,24021,12,20.7,Agriculture,775,5,3,Poor,Yes,0.09,0
101292,59,Male,Southeast Asia,Postgraduate,Self-employed,22,25277,48247,12,26.89,Housing,760,0,2,Average,No,0.159,1
101293,44,Male,Southeast Asia,Secondary,Salaried,23,44719,9388,18,15.43,Medical,766,4,0,Average,Yes,0.017,0
101294,58,Male,Latin America,Postgraduate,Farmer,0,23280,122380,18,15.07,Agriculture,722,5,5,Good,No,0.438,0
101295,60,Male,Latin America,Postgraduate,Self-employed,1,44345,87717,12,25.52,Business,714,5,5,Good,No,0.165,0
101296,32,Male,South Asia,Secondary,Small Business,28,43709,89928,36,17.67,Medical,618,3,2,Good,No,0.171,0
101297,63,Male,Sub-Saharan Africa,Secondary,Small Business,25,17697,66905,18,18.12,Medical,750,1,5,Good,Yes,0.315,0
101298,58,Female,Latin America,Secondary,Salaried,9,48772,50793,36,14.8,Medical,757,5,1,Average,No,0.087,0
101299,34,Male,Southeast Asia,Primary,Small Business,5,19962,130083,6,16.18,Business,379,1,0,Good,Yes,0.543,1
101300,34,Female,Southeast Asia,Secondary,Salaried,19,28737,37535,18,25.9,Education,712,3,0,Good,Yes,0.109,1
101301,30,Male,Latin America,Graduate,Farmer,10,25497,65144,18,12.71,Housing,725,5,2,Good,Yes,0.213,0
101302,21,Male,Latin America,Primary,Farmer,16,41122,63506,12,21.38,Education,841,4,5,Good,No,0.129,0
101303,43,Female,Southeast Asia,Graduate,Small Business,19,42848,36369,24,24.73,Housing,758,1,0,Poor,No,0.071,0
101304,48,Male,South Asia,Secondary,Farmer,25,21932,30870,6,26.5,Agriculture,573,2,2,Good,Yes,0.117,1
101305,27,Male,Latin America,Primary,Small Business,22,21713,79592,12,22.33,Medical,420,5,0,Average,Yes,0.305,1
101306,52,Male,South Asia,Postgraduate,Small Business,7,41232,34773,24,13.62,Business,743,2,1,Average,No,0.07,1
101307,63,Female,South Asia,Secondary,Salaried,17,35816,78876,24,20.6,Medical,524,4,3,Poor,Yes,0.184,0
101308,31,Female,Latin America,Secondary,Self-employed,23,47719,138435,18,21.64,Housing,312,5,2,Average,Yes,0.242,0
101309,29,Male,Southeast Asia,Graduate,Farmer,8,9237,106602,12,17.64,Medical,584,2,0,Average,Yes,0.962,1
101310,44,Male,South Asia,Secondary,Self-employed,1,34982,147700,36,24.66,Medical,349,4,2,Good,No,0.352,1
101311,60,Female,Sub-Saharan Africa,Primary,Salaried,20,18876,29350,24,20.34,Business,303,2,3,Poor,No,0.13,1
101312,24,Female,South Asia,Primary,Farmer,4,38741,141801,36,12.54,Medical,520,3,3,Average,Yes,0.305,0
101313,37,Male,Sub-Saharan Africa,Primary,Self-employed,24,37847,11154,6,26.93,Business,792,1,0,Good,No,0.025,1
101314,41,Male,Sub-Saharan Africa,Postgraduate,Self-employed,11,19101,85676,24,22.61,Medical,713,3,5,Average,No,0.374,0
101315,45,Male,South Asia,Primary,Self-employed,24,44925,133154,12,27.16,Education,580,5,1,Good,Yes,0.247,0
101316,53,Female,South Asia,Postgraduate,Farmer,20,18832,51717,36,21.79,Agriculture,665,1,3,Poor,No,0.229,0
101317,23,Female,Sub-Saharan Africa,Graduate,Self-employed,13,24477,60012,36,22.78,Medical,754,1,4,Poor,No,0.204,1
101318,24,Female,South Asia,Secondary,Small Business,8,32358,16826,36,14.29,Agriculture,479,2,1,Average,No,0.043,0
101319,63,Female,Latin America,Graduate,Salaried,10,21260,60896,18,12.12,Business,665,0,1,Average,No,0.239,0
101320,33,Female,Southeast Asia,Postgraduate,Salaried,8,34910,39054,18,13.89,Medical,465,5,2,Good,No,0.093,0
101321,49,Female,South Asia,Primary,Salaried,17,28175,12471,12,15.31,Housing,760,4,1,Poor,No,0.037,1
101322,56,Female,Latin America,Graduate,Salaried,22,49239,96954,6,20.85,Housing,402,3,4,Good,No,0.164,0
101323,26,Male,South Asia,Secondary,Self-employed,21,19769,108241,24,15.94,Housing,828,2,5,Good,Yes,0.456,0
101324,55,Female,South Asia,Graduate,Farmer,7,44436,128531,18,19.63,Agriculture,568,4,5,Average,No,0.241,1
101325,34,Male,Southeast Asia,Postgraduate,Farmer,15,44111,119876,24,25.2,Education,474,5,2,Good,No,0.226,1
101326,21,Male,South Asia,Primary,Self-employed,3,44301,23479,6,21.18,Education,455,2,1,Average,No,0.044,0
101327,27,Male,Southeast Asia,Postgraduate,Self-employed,26,31969,106861,12,20.97,Medical,381,1,2,Average,No,0.279,0
101328,51,Female,Sub-Saharan Africa,Postgraduate,Self-employed,18,46952,33017,12,27.18,Education,605,1,5,Poor,Yes,0.059,0
101329,58,Male,Southeast Asia,Secondary,Self-employed,17,14221,18355,6,17.09,Medical,550,0,0,Good,No,0.108,0
101330,61,Female,Sub-Saharan Africa,Graduate,Self-employed,20,21960,146795,12,24.45,Medical,467,3,4,Average,No,0.557,1
101331,64,Female,South Asia,Graduate,Salaried,21,47744,17841,12,25.93,Business,675,5,2,Average,Yes,0.031,0
101332,40,Female,Latin America,Primary,Salaried,15,22619,68424,24,25.66,Agriculture,485,1,4,Average,Yes,0.252,0
101333,49,Male,Southeast Asia,Secondary,Small Business,28,8636,28585,18,18.96,Medical,359,0,5,Good,No,0.276,0
101334,47,Male,Sub-Saharan Africa,Primary,Self-employed,2,18662,69467,18,20.99,Housing,827,0,0,Good,No,0.31,0
101335,42,Female,Latin America,Secondary,Self-employed,22,24986,73760,24,18.84,Business,401,2,3,Good,No,0.246,0
101336,35,Female,Sub-Saharan Africa,Postgraduate,Salaried,5,44495,19562,6,13.19,Business,572,4,3,Average,Yes,0.037,1
101337,23,Male,Southeast Asia,Postgraduate,Self-employed,3,42981,40977,24,26.71,Business,811,2,2,Poor,No,0.079,0
101338,33,Male,Sub-Saharan Africa,Secondary,Farmer,3,37773,143083,6,23.62,Education,391,3,3,Average,Yes,0.316,0
101339,51,Male,Sub-Saharan Africa,Graduate,Self-employed,29,18135,17873,18,24.92,Education,666,4,3,Average,Yes,0.082,0
101340,31,Male,Sub-Saharan Africa,Postgraduate,Small Business,0,15651,136461,36,15.71,Medical,656,2,1,Good,No,0.727,1
101341,51,Female,Latin America,Primary,Small Business,10,34204,49144,24,21.29,Agriculture,409,3,4,Good,Yes,0.12,0
101342,55,Male,Latin America,Postgraduate,Self-employed,16,28235,99582,24,14.36,Agriculture,673,2,0,Average,No,0.294,1
101343,50,Female,South Asia,Secondary,Small Business,16,22934,20204,6,24.23,Medical,707,1,2,Good,No,0.073,1
101344,56,Female,Sub-Saharan Africa,Postgraduate,Self-employed,15,23947,66215,36,15.42,Medical,655,5,1,Poor,No,0.23,0
101345,43,Male,Sub-Saharan Africa,Primary,Farmer,24,38403,77554,12,20.68,Medical,792,0,0,Good,No,0.168,0
101346,35,Female,South Asia,Graduate,Small Business,11,27770,19550,12,18.21,Agriculture,420,3,3,Good,No,0.059,0
101347,58,Female,Sub-Saharan Africa,Secondary,Small Business,1,34483,116513,12,26.45,Education,415,1,1,Average,Yes,0.282,0
101348,60,Female,South Asia,Postgraduate,Salaried,8,29757,127946,18,19.34,Housing,431,1,2,Good,Yes,0.358,0
101349,58,Female,Southeast Asia,Postgraduate,Self-employed,22,17044,25100,24,16.89,Business,715,1,0,Average,No,0.123,1
101350,23,Female,Southeast Asia,Graduate,Self-employed,21,32354,145652,12,12.3,Housing,828,2,3,Poor,Yes,0.375,1
101351,43,Female,South Asia,Secondary,Small Business,15,27854,93031,24,22.04,Housing,695,0,4,Good,No,0.278,0
101352,41,Male,Latin America,Graduate,Farmer,17,8809,72302,12,20.08,Medical,429,5,0,Good,Yes,0.684,1
101353,25,Male,Sub-Saharan Africa,Secondary,Small Business,29,40650,136115,12,22.76,Agriculture,662,5,4,Good,No,0.279,0
101354,45,Male,Latin America,Graduate,Self-employed,9,19909,109128,24,21.29,Housing,741,5,0,Poor,Yes,0.457,0
101355,30,Female,South Asia,Primary,Self-employed,5,34296,63236,12,24.15,Agriculture,679,1,2,Average,No,0.154,0
101356,32,Female,South Asia,Primary,Farmer,8,30078,24133,6,13.81,Medical,704,1,0,Good,No,0.067,0
101357,52,Male,Southeast Asia,Primary,Self-employed,10,18476,124129,6,12.5,Housing,365,5,4,Good,Yes,0.56,1
101358,42,Female,Latin America,Primary,Self-employed,0,29682,95951,24,16.89,Housing,580,0,4,Good,No,0.269,0
101359,51,Male,Sub-Saharan Africa,Secondary,Self-employed,20,33780,27941,6,25.68,Business,402,2,2,Average,No,0.069,0
101360,54,Female,Latin America,Primary,Small Business,16,18787,47634,36,27.27,Medical,403,5,3,Good,No,0.211,1
101361,50,Female,Latin America,Primary,Farmer,1,36209,40598,24,15.79,Agriculture,325,5,4,Good,No,0.093,1
101362,38,Female,Southeast Asia,Primary,Farmer,10,33498,63577,18,17.59,Medical,833,2,0,Good,Yes,0.158,0
101363,31,Female,Sub-Saharan Africa,Graduate,Farmer,17,27944,82436,12,27.48,Medical,447,4,5,Good,No,0.246,0
101364,55,Male,Southeast Asia,Primary,Self-employed,22,32924,18165,12,17.0,Housing,728,4,5,Good,No,0.046,0
101365,48,Male,Southeast Asia,Graduate,Small Business,5,40882,144515,24,21.98,Education,609,4,3,Good,No,0.295,1
101366,38,Female,Latin America,Secondary,Small Business,26,14982,109930,12,15.8,Medical,583,5,0,Good,Yes,0.611,0
101367,21,Male,Latin America,Postgraduate,Self-employed,7,15364,29525,24,25.77,Business,383,3,4,Good,No,0.16,0
101368,54,Female,Southeast Asia,Postgraduate,Small Business,0,23762,25605,6,23.51,Housing,843,1,3,Good,No,0.09,0
101369,22,Female,South Asia,Graduate,Self-employed,21,40306,99097,12,14.68,Agriculture,408,1,2,Good,No,0.205,0
101370,25,Male,South Asia,Primary,Farmer,25,43573,37639,6,20.8,Housing,613,3,3,Average,Yes,0.072,0
101371,27,Male,Latin America,Secondary,Salaried,29,39068,96661,12,19.29,Medical,812,5,5,Average,No,0.206,0
101372,38,Male,Sub-Saharan Africa,Secondary,Self-employed,27,15806,136876,36,24.32,Housing,485,1,0,Good,No,0.722,1
101373,42,Female,Latin America,Secondary,Salaried,14,15002,107635,18,23.64,Housing,740,3,5,Average,No,0.598,0
101374,49,Female,Southeast Asia,Graduate,Farmer,1,39892,34923,24,23.07,Education,322,4,4,Poor,No,0.073,1
101375,48,Male,Latin America,Secondary,Farmer,8,23352,12421,24,23.29,Education,478,2,0,Average,Yes,0.044,0
101376,59,Male,South Asia,Primary,Self-employed,8,47459,25895,24,26.29,Education,365,0,2,Average,Yes,0.045,1
101377,41,Male,Latin America,Secondary,Salaried,27,48332,127683,6,24.35,Housing,380,5,0,Poor,No,0.22,1
101378,34,Male,Sub-Saharan Africa,Secondary,Small Business,7,35579,55870,12,20.93,Education,434,5,3,Good,Yes,0.131,0
101379,45,Female,Sub-Saharan Africa,Postgraduate,Salaried,6,24875,18361,12,26.15,Medical,684,1,0,Average,No,0.062,0
101380,21,Male,South Asia,Postgraduate,Self-employed,14,31574,104258,6,17.63,Business,788,4,4,Average,No,0.275,0
101381,41,Female,South Asia,Postgraduate,Salaried,11,33051,70305,24,25.99,Housing,686,0,3,Good,No,0.177,0
101382,52,Female,Sub-Saharan Africa,Primary,Small Business,7,28783,99467,12,21.77,Education,530,2,3,Average,No,0.288,0
101383,50,Male,Southeast Asia,Secondary,Self-employed,9,44855,99457,12,25.08,Business,386,2,5,Average,No,0.185,1
101384,63,Male,Sub-Saharan Africa,Secondary,Self-employed,17,34539,126691,18,23.27,Medical,385,3,4,Good,No,0.306,0
101385,28,Female,Sub-Saharan Africa,Postgraduate,Salaried,25,18160,6918,12,16.58,Housing,441,5,5,Good,Yes,0.032,0
101386,58,Male,Southeast Asia,Primary,Salaried,12,47638,132112,36,27.91,Business,599,3,0,Poor,Yes,0.231,0
101387,56,Male,Latin America,Postgraduate,Self-employed,18,33912,116403,36,16.53,Medical,650,1,5,Good,No,0.286,1
101388,24,Male,Southeast Asia,Primary,Salaried,17,34825,70430,18,20.71,Business,697,2,4,Good,No,0.169,0
101389,44,Male,Southeast Asia,Graduate,Salaried,29,8512,18348,24,16.48,Housing,391,2,5,Good,No,0.18,0
101390,29,Male,Latin America,Postgraduate,Salaried,9,30845,144772,24,19.39,Business,400,1,3,Good,Yes,0.391,0
